59114,Hacienda y Crédito Público,u83164cf84cd23a3adabe8aab6dd608f60af4efb869d14a5f0cd1f331c4074f8-2-1,1
59115,Presupuesto y Cuenta Pública,u83164cf84cd23a3adabe8aab6dd608f60af4efb869d14a5f0cd1f331c4074f8-2-2,1
59116,Hacienda y Crédito Público,u83164cf84cd23a3adabe8aab6dd608f60af4efb869d14a5f0cd1f331c4074f8-2-2,1
59117,Hacienda y Crédito Público,u83164cf84cd23a3adabe8aab6dd608f60af4efb869d14a5f0cd1f331c4074f8-2-3,1
59118,Trabajo y Previsión Social,u83164cf84cd23a3adabe8aab6dd608f60af4efb869d14a5f0cd1f331c4074f8-2-4,1
59119,Puntos Constitucionales,u83164cf84cd23a3adabe8aab6dd608f60af4efb869d14a5f0cd1f331c4074f8-2-5,1
59120,Gobernación,u83164cf84cd23a3adabe8aab6dd608f60af4efb869d14a5f0cd1f331c4074f8-2-5,1
59121,Presupuesto y Cuenta Pública,u83164cf84cd23a3adabe8aab6dd608f60af4efb869d14a5f0cd1f331c4074f8-2-5,2
59122,Gobernación,u83164cf84cd23a3adabe8aab6dd608f60af4efb869d14a5f0cd1f331c4074f8-2-6,1
59123,Puntos Constitucionales,u83164cf84cd23a3adabe8aab6dd608f60af4efb869d14a5f0cd1f331c4074f8-2-7,1
59201,Seguridad Social,ua23302816fbf31a23a2e6301467fc9f233b33eaaf1724dbec88997f69ac83f-1-1,1
59202,Puntos Constitucionales,ua23302816fbf31a23a2e6301467fc9f233b33eaaf1724dbec88997f69ac83f-1-2,1
59203,Justicia,ua23302816fbf31a23a2e6301467fc9f233b33eaaf1724dbec88997f69ac83f-1-3,1
59204,Trabajo y Previsión Social,ua23302816fbf31a23a2e6301467fc9f233b33eaaf1724dbec88997f69ac83f-1-4,1
59205,Puntos Constitucionales,ua23302816fbf31a23a2e6301467fc9f233b33eaaf1724dbec88997f69ac83f-1-5,1
59206,Gobernación,ua23302816fbf31a23a2e6301467fc9f233b33eaaf1724dbec88997f69ac83f-1-5,1
59207,Presupuesto y Cuenta Pública,ua23302816fbf31a23a2e6301467fc9f233b33eaaf1724dbec88997f69ac83f-1-5,2
59208,Puntos Constitucionales,ua23302816fbf31a23a2e6301467fc9f233b33eaaf1724dbec88997f69ac83f-1-6,1
59209,Trabajo y Previsión Social,ua23302816fbf31a23a2e6301467fc9f233b33eaaf1724dbec88997f69ac83f-1-6,1
59251,Equidad y Género,u9135c55b0a11cecef1181777e2b867be7bbe02e26674090fed49543be3f96-1-1,2
59329,Hacienda y Crédito Público,ub5a451f9ac1c1a978b6d22eb810092307a9dda416cd3e5bebffe66bc6612-1-1,1
59330,Hacienda y Crédito Público,ub5a451f9ac1c1a978b6d22eb810092307a9dda416cd3e5bebffe66bc6612-1-2,1
59368,Desarrollo Social,ub5a451f9ac1c1a978b6d22eb810092307a9dda416cd3e5bebffe66bc6612-2-1,1
59369,Atención a Grupos Vulnerables,ub5a451f9ac1c1a978b6d22eb810092307a9dda416cd3e5bebffe66bc6612-2-1,1
59370,Presupuesto y Cuenta Pública,ub5a451f9ac1c1a978b6d22eb810092307a9dda416cd3e5bebffe66bc6612-2-1,2
59371,Puntos Constitucionales,ub5a451f9ac1c1a978b6d22eb810092307a9dda416cd3e5bebffe66bc6612-2-2,1
59372,Gobernación,ub5a451f9ac1c1a978b6d22eb810092307a9dda416cd3e5bebffe66bc6612-2-2,1
59373,Presupuesto y Cuenta Pública,ub5a451f9ac1c1a978b6d22eb810092307a9dda416cd3e5bebffe66bc6612-2-2,2
59435,Presupuesto y Cuenta Publica,ud13e168f932d8045f2ae575fd3227f2c4e4de77314260ca1c61c046657c8ed4-1-1,1
59436,Justicia,ud13e168f932d8045f2ae575fd3227f2c4e4de77314260ca1c61c046657c8ed4-1-2,1
59437,Funcion Publica,ud13e168f932d8045f2ae575fd3227f2c4e4de77314260ca1c61c046657c8ed4-1-3,1
59438,"Regimen, Reglamentos y Practicas Parlamentarias",ud13e168f932d8045f2ae575fd3227f2c4e4de77314260ca1c61c046657c8ed4-1-3,1
59460,Hacienda y Crédito Público,ud13e168f932d8045f2ae575fd3227f2c4e4de77314260ca1c61c046657c8ed4-2-1,1
59461,Seguridad Social,ud13e168f932d8045f2ae575fd3227f2c4e4de77314260ca1c61c046657c8ed4-2-2,1
59527,Hacienda y Crédito Público,uf16cfba66ba233e27cfc5b55ac519633e752737d4e9d82f38abfb6affce619ed-1-1,1
59528,Energía,uf16cfba66ba233e27cfc5b55ac519633e752737d4e9d82f38abfb6affce619ed-1-2,1
58793,"Radio, Televisión y Cinematografía",u184413b35239a13563d2cf63581eda847d2fd5b7fc5f412ede46fc3f7bf7b3-1-1,1
58794,Gobernación,u184413b35239a13563d2cf63581eda847d2fd5b7fc5f412ede46fc3f7bf7b3-1-1,1
58863,Hacienda y Crédito Público,u184413b35239a13563d2cf63581eda847d2fd5b7fc5f412ede46fc3f7bf7b3-2-1,1
58864,Trabajo y Previsión Social,u184413b35239a13563d2cf63581eda847d2fd5b7fc5f412ede46fc3f7bf7b3-2-2,1
58865,Puntos Constitucionales,u184413b35239a13563d2cf63581eda847d2fd5b7fc5f412ede46fc3f7bf7b3-2-3,1
58866,Hacienda y Crédito Público,u184413b35239a13563d2cf63581eda847d2fd5b7fc5f412ede46fc3f7bf7b3-2-3,1
58867,Gobernación,u184413b35239a13563d2cf63581eda847d2fd5b7fc5f412ede46fc3f7bf7b3-2-3,1
58868,Puntos Constitucionales,u184413b35239a13563d2cf63581eda847d2fd5b7fc5f412ede46fc3f7bf7b3-2-4,1
58869,Hacienda y Crédito Público,u184413b35239a13563d2cf63581eda847d2fd5b7fc5f412ede46fc3f7bf7b3-2-4,1
58870,Gobernación,u184413b35239a13563d2cf63581eda847d2fd5b7fc5f412ede46fc3f7bf7b3-2-4,1
58871,Trabajo y Previsión Social,u184413b35239a13563d2cf63581eda847d2fd5b7fc5f412ede46fc3f7bf7b3-2-5,1
58872,Puntos Constitucionales,u184413b35239a13563d2cf63581eda847d2fd5b7fc5f412ede46fc3f7bf7b3-2-6,1
58873,Gobernación,u184413b35239a13563d2cf63581eda847d2fd5b7fc5f412ede46fc3f7bf7b3-2-6,1
58874,Presupuesto y Cuenta Pública,u184413b35239a13563d2cf63581eda847d2fd5b7fc5f412ede46fc3f7bf7b3-2-6,2
58875,Justicia,u184413b35239a13563d2cf63581eda847d2fd5b7fc5f412ede46fc3f7bf7b3-2-7,1
58876,Gobernación,u184413b35239a13563d2cf63581eda847d2fd5b7fc5f412ede46fc3f7bf7b3-2-7,1
58877,Puntos Constitucionales,u184413b35239a13563d2cf63581eda847d2fd5b7fc5f412ede46fc3f7bf7b3-2-8,1
58896,Hacienda y Crédito Público,u184413b35239a13563d2cf63581eda847d2fd5b7fc5f412ede46fc3f7bf7b3-3-1,1
58942,Puntos Constitucionales,ue43fd5d01ed74c4dfdbecca77263a16993b6b74c07a891ef83401343e2e989-1-1,1
58943,Gobernación,ue43fd5d01ed74c4dfdbecca77263a16993b6b74c07a891ef83401343e2e989-1-1,1
58944,Presupuesto y Cuenta Pública,ue43fd5d01ed74c4dfdbecca77263a16993b6b74c07a891ef83401343e2e989-1-1,2
58945,Atención a Grupos Vulnerables,ue43fd5d01ed74c4dfdbecca77263a16993b6b74c07a891ef83401343e2e989-1-2,1
58978,Seguridad Pública,u5d1e827610f8c639268b362afe3fc4eb323bf63c9bdb3bfac4b8338cce0c6e-1-1,2
58979,Presupuesto y Cuenta Pública,u5d1e827610f8c639268b362afe3fc4eb323bf63c9bdb3bfac4b8338cce0c6e-1-1,2
58996,Presupuesto y Cuenta Pública,u5d1e827610f8c639268b362afe3fc4eb323bf63c9bdb3bfac4b8338cce0c6e-2-1,1
58997,Hacienda y Crédito Público,u5d1e827610f8c639268b362afe3fc4eb323bf63c9bdb3bfac4b8338cce0c6e-2-1,1
58998,Medio Ambiente y Recursos Naturales,u5d1e827610f8c639268b362afe3fc4eb323bf63c9bdb3bfac4b8338cce0c6e-2-2,1
58999,Agricultura y Ganadería,u5d1e827610f8c639268b362afe3fc4eb323bf63c9bdb3bfac4b8338cce0c6e-2-2,1
59000,Asuntos Indígenas,u5d1e827610f8c639268b362afe3fc4eb323bf63c9bdb3bfac4b8338cce0c6e-2-3,1
59001,Agricultura y Ganadería,u5d1e827610f8c639268b362afe3fc4eb323bf63c9bdb3bfac4b8338cce0c6e-2-4,1
59002,Medio Ambiente y Recursos Naturales,u5d1e827610f8c639268b362afe3fc4eb323bf63c9bdb3bfac4b8338cce0c6e-2-4,1
59003,Comunicaciones,u5d1e827610f8c639268b362afe3fc4eb323bf63c9bdb3bfac4b8338cce0c6e-2-5,1
59004,Gobernación,u5d1e827610f8c639268b362afe3fc4eb323bf63c9bdb3bfac4b8338cce0c6e-2-5,1
59005,"Radio, Televisión y Cinematografía",u5d1e827610f8c639268b362afe3fc4eb323bf63c9bdb3bfac4b8338cce0c6e-2-5,1
59006,Presupuesto y Cuenta Pública,u5d1e827610f8c639268b362afe3fc4eb323bf63c9bdb3bfac4b8338cce0c6e-2-5,2
59007,Hacienda y Crédito Público,u5d1e827610f8c639268b362afe3fc4eb323bf63c9bdb3bfac4b8338cce0c6e-2-6,2
59056,Desarrollo Rural,u8dd15b9a54a969788df7e9f3d6d6d812aae53d3fc8b6f81de9fad2ae28b6707d-1-1,2
59057,Presupuesto y Cuenta Pública,u8dd15b9a54a969788df7e9f3d6d6d812aae53d3fc8b6f81de9fad2ae28b6707d-1-2,2
59112,Función Pública,u8dd15b9a54a969788df7e9f3d6d6d812aae53d3fc8b6f81de9fad2ae28b6707d-2-1,1
59113,Presupuesto y Cuenta Pública,u8dd15b9a54a969788df7e9f3d6d6d812aae53d3fc8b6f81de9fad2ae28b6707d-2-1,1
59189,Hacienda y Crédito Público,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-1-1,1
59190,Energía,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-1-2,1
59191,Salud,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-1-3,1
59192,"Radio, Televisión y Cinematografía",u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-1-4,1
59193,Gobernación,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-1-4,1
59194,Hacienda y Crédito Público,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-1-5,1
59222,Hacienda y Crédito Público,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-2-1,1
59223,Función Pública,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-2-1,1
59224,Presupuesto y Cuenta Pública,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-2-1,2
59225,Justicia,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-2-2,1
59226,Seguridad Pública,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-2-2,1
59227,Derechos Humanos,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-2-2,1
59228,Presupuesto y Cuenta Pública,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-2-2,2
59229,Hacienda y Crédito Público,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-2-3,1
59230,Puntos Constitucionales,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-2-4,1
59231,Hacienda y Crédito Público,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-2-4,1
59232,Gobernación,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-2-4,1
59233,Equidad y Género,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-2-5,2
59234,Trabajo y Previsión Social,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-2-6,1
59235,Derechos Humanos,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-2-7,1
59236,Salud,u1ffcf23dfb8bbed80c7834722427c48b82cb72b6e96757b7bcfa4151360ab68-2-8,1
58805,Energía,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-1-1,1
58806,Justicia,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-1-2,1
58807,Seguridad Pública,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-1-2,1
58808,Presupuesto y Cuenta Pública,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-1-2,2
58809,"Radio, Televisión y Cinematografía",u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-1-3,1
58810,Gobernación,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-1-3,1
58878,Hacienda y Crédito Público,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-2-1,1
58879,Hacienda y Crédito Público,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-2-2,1
58880,Seguridad Social,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-2-2,1
58881,Presupuesto y Cuenta Pública,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-2-3,2
58882,Vivienda,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-2-4,1
58883,Puntos Constitucionales,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-2-5,1
58884,Trabajo y Previsión Social,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-2-6,1
58885,"Régimen, Reglamentos y Prácticas Parlamentarias",u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-2-7,1
58886,Puntos Constitucionales,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-2-8,1
58887,Gobernación,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-2-8,1
58888,Presupuesto y Cuenta Pública,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-2-8,2
58889,Trabajo y Previsión Social,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-2-9,1
58890,Gobernación,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-2-10,1
58891,Trabajo y Previsión Social,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-2-11,1
58892,Trabajo y Previsión Social,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-2-12,1
58893,Trabajo y Previsión Social,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-2-13,1
58905,Hacienda y Crédito Público,u58d470fcb0fbce32e532ba82ae49b0da1ea43d6efb97295323a7b62e372335-3-1,1
58950,Hacienda y Crédito Público,u7431c5e9b06a6bad33abf1378a70a0e7b984f8c133d6dd942668a6791e73e5-1-1,1
58951,Salud,u7431c5e9b06a6bad33abf1378a70a0e7b984f8c133d6dd942668a6791e73e5-1-2,1
58952,Justicia,u7431c5e9b06a6bad33abf1378a70a0e7b984f8c133d6dd942668a6791e73e5-1-3,1
58953,Seguridad Pública,u7431c5e9b06a6bad33abf1378a70a0e7b984f8c133d6dd942668a6791e73e5-1-3,1
58954,Atención a Grupos Vulnerables,u7431c5e9b06a6bad33abf1378a70a0e7b984f8c133d6dd942668a6791e73e5-1-3,2
58955,Presupuesto y Cuenta Pública,u7431c5e9b06a6bad33abf1378a70a0e7b984f8c133d6dd942668a6791e73e5-1-3,2
58969,Hacienda y Crédito Público,u7431c5e9b06a6bad33abf1378a70a0e7b984f8c133d6dd942668a6791e73e5-2-1,1
58970,Hacienda y Crédito Público,u7431c5e9b06a6bad33abf1378a70a0e7b984f8c133d6dd942668a6791e73e5-2-2,1
58971,Educación Pública y Servicios Educativos,u7431c5e9b06a6bad33abf1378a70a0e7b984f8c133d6dd942668a6791e73e5-2-3,1
58972,Hacienda y Crédito Público,u7431c5e9b06a6bad33abf1378a70a0e7b984f8c133d6dd942668a6791e73e5-2-4,1
58973,Equidad y Género,u7431c5e9b06a6bad33abf1378a70a0e7b984f8c133d6dd942668a6791e73e5-2-5,2
58974,Puntos Constitucionales,u7431c5e9b06a6bad33abf1378a70a0e7b984f8c133d6dd942668a6791e73e5-2-6,1
58975,Gobernación,u7431c5e9b06a6bad33abf1378a70a0e7b984f8c133d6dd942668a6791e73e5-2-6,1
58976,Presupuesto y Cuenta Pública,u7431c5e9b06a6bad33abf1378a70a0e7b984f8c133d6dd942668a6791e73e5-2-6,2
59027,Presupuesto y Cuenta Pública,u4b52edb23074432c57ba46dbd0ad7e36115c41329a52ce14486bd8465dcf947-1-1,1
59029,Hacienda y Crédito Público,u4b52edb23074432c57ba46dbd0ad7e36115c41329a52ce14486bd8465dcf947-2-1,1
59030,Puntos Constitucionales,u4b52edb23074432c57ba46dbd0ad7e36115c41329a52ce14486bd8465dcf947-2-2,1
59031,Gobernación,u4b52edb23074432c57ba46dbd0ad7e36115c41329a52ce14486bd8465dcf947-2-2,1
59032,Presupuesto y Cuenta Pública,u4b52edb23074432c57ba46dbd0ad7e36115c41329a52ce14486bd8465dcf947-2-2,2
59033,Hacienda y Crédito Público,u4b52edb23074432c57ba46dbd0ad7e36115c41329a52ce14486bd8465dcf947-2-3,1
59034,Hacienda y Crédito Público,u4b52edb23074432c57ba46dbd0ad7e36115c41329a52ce14486bd8465dcf947-2-4,1
59035,Economía,u4b52edb23074432c57ba46dbd0ad7e36115c41329a52ce14486bd8465dcf947-2-4,1
59036,Presupuesto y Cuenta Pública,u4b52edb23074432c57ba46dbd0ad7e36115c41329a52ce14486bd8465dcf947-2-4,2
59037,Hacienda y Crédito Público,u4b52edb23074432c57ba46dbd0ad7e36115c41329a52ce14486bd8465dcf947-2-5,2
59052,Hacienda y Crédito Público,u4b52edb23074432c57ba46dbd0ad7e36115c41329a52ce14486bd8465dcf947-3-1,1
59108,Hacienda y Crédito Público,u2031f2d6c7ae1e14d35596465f8d2c8929c6436a514f7295325ad7e4b48-1-1,1
59109,Educación Pública y Servicios Educativos,u2031f2d6c7ae1e14d35596465f8d2c8929c6436a514f7295325ad7e4b48-1-2,1
59124,Puntos Constitucionales,u2031f2d6c7ae1e14d35596465f8d2c8929c6436a514f7295325ad7e4b48-2-1,1
59125,Gobernación,u2031f2d6c7ae1e14d35596465f8d2c8929c6436a514f7295325ad7e4b48-2-1,1
59126,Presupuesto y Cuenta Pública,u2031f2d6c7ae1e14d35596465f8d2c8929c6436a514f7295325ad7e4b48-2-1,2
59127,Asuntos Indígenas,u2031f2d6c7ae1e14d35596465f8d2c8929c6436a514f7295325ad7e4b48-2-2,2
59173,Puntos Constitucionales,ueaa1bd762982b5dd616f6fa88a24b42525b4266e7eda272c33adce8537aac016-1-1,1
59174,Gobernación,ueaa1bd762982b5dd616f6fa88a24b42525b4266e7eda272c33adce8537aac016-1-1,1
59175,Presupuesto y Cuenta Pública,ueaa1bd762982b5dd616f6fa88a24b42525b4266e7eda272c33adce8537aac016-1-1,2
59240,Puntos Constitucionales,ua91e3144485e84ddebc482a838f27d788b713dd6287f3f6d896ca3a1957d1-1-1,1
59241,Energía,ua91e3144485e84ddebc482a838f27d788b713dd6287f3f6d896ca3a1957d1-1-2,1
59242,Gobernación,ua91e3144485e84ddebc482a838f27d788b713dd6287f3f6d896ca3a1957d1-1-3,1
58897,Hacienda y Crédito Público,u3c595e1f88c559c86dba7d238a39e21dc1edbf8dd139d20bd57c09c7c6373a-1-1,1
58898,Puntos Constitucionales,u3c595e1f88c559c86dba7d238a39e21dc1edbf8dd139d20bd57c09c7c6373a-1-2,1
58899,Desarrollo Social,u3c595e1f88c559c86dba7d238a39e21dc1edbf8dd139d20bd57c09c7c6373a-1-2,1
58900,Hacienda y Crédito Público,u3c595e1f88c559c86dba7d238a39e21dc1edbf8dd139d20bd57c09c7c6373a-1-3,1
58901,Puntos Constitucionales,u3c595e1f88c559c86dba7d238a39e21dc1edbf8dd139d20bd57c09c7c6373a-1-4,1
58902,Justicia,u3c595e1f88c559c86dba7d238a39e21dc1edbf8dd139d20bd57c09c7c6373a-1-5,1
58903,Seguridad Pública,u3c595e1f88c559c86dba7d238a39e21dc1edbf8dd139d20bd57c09c7c6373a-1-6,2
58904,Presupuesto y Cuenta Pública,u3c595e1f88c559c86dba7d238a39e21dc1edbf8dd139d20bd57c09c7c6373a-1-6,2
58920,Puntos Constitucionales,u3c595e1f88c559c86dba7d238a39e21dc1edbf8dd139d20bd57c09c7c6373a-2-1,1
58921,Hacienda y Crédito Público,u3c595e1f88c559c86dba7d238a39e21dc1edbf8dd139d20bd57c09c7c6373a-2-1,1
58922,Gobernación,u3c595e1f88c559c86dba7d238a39e21dc1edbf8dd139d20bd57c09c7c6373a-2-1,1
58923,Presupuesto y Cuenta Pública,u3c595e1f88c559c86dba7d238a39e21dc1edbf8dd139d20bd57c09c7c6373a-2-2,1
58924,Puntos Constitucionales,u3c595e1f88c559c86dba7d238a39e21dc1edbf8dd139d20bd57c09c7c6373a-2-3,1
58925,Gobernación,u3c595e1f88c559c86dba7d238a39e21dc1edbf8dd139d20bd57c09c7c6373a-2-3,1
58926,Presupuesto y Cuenta Pública,u3c595e1f88c559c86dba7d238a39e21dc1edbf8dd139d20bd57c09c7c6373a-2-3,2
58927,Puntos Constitucionales,u3c595e1f88c559c86dba7d238a39e21dc1edbf8dd139d20bd57c09c7c6373a-2-4,1
58928,Puntos Constitucionales,u3c595e1f88c559c86dba7d238a39e21dc1edbf8dd139d20bd57c09c7c6373a-2-5,1
58977,Hacienda y Crédito Público,u37def0f45622352b3332250b5e039ae86f8c8bddcd1fc973dff47d2345052-1-1,1
59008,Puntos Constitucionales,u37def0f45622352b3332250b5e039ae86f8c8bddcd1fc973dff47d2345052-2-1,1
59009,Presupuesto y Cuenta Pública,u37def0f45622352b3332250b5e039ae86f8c8bddcd1fc973dff47d2345052-2-2,1
59010,Función Pública,u37def0f45622352b3332250b5e039ae86f8c8bddcd1fc973dff47d2345052-2-2,1
59011,Justicia,u37def0f45622352b3332250b5e039ae86f8c8bddcd1fc973dff47d2345052-2-2,1
59012,Presupuesto y Cuenta Pública,u37def0f45622352b3332250b5e039ae86f8c8bddcd1fc973dff47d2345052-2-3,2
59013,Puntos Constitucionales,u37def0f45622352b3332250b5e039ae86f8c8bddcd1fc973dff47d2345052-2-4,1
59014,Gobernación,u37def0f45622352b3332250b5e039ae86f8c8bddcd1fc973dff47d2345052-2-4,1
59015,Presupuesto y Cuenta Pública,u37def0f45622352b3332250b5e039ae86f8c8bddcd1fc973dff47d2345052-2-4,2
59016,Desarrollo Social,u37def0f45622352b3332250b5e039ae86f8c8bddcd1fc973dff47d2345052-2-5,1
59028,"Régimen, Reglamentos y Prácticas Parlamentarias",u37def0f45622352b3332250b5e039ae86f8c8bddcd1fc973dff47d2345052-3-1,1
59080,Presupuesto y Cuenta Pública,uc6163b66491538c51be93f9dd2907149109617c57972f56da32125e621866c-1-1,2
59081,Puntos Constitucionales,uc6163b66491538c51be93f9dd2907149109617c57972f56da32125e621866c-1-2,1
59082,Gobernación,uc6163b66491538c51be93f9dd2907149109617c57972f56da32125e621866c-1-2,1
59083,Presupuesto y Cuenta Pública,uc6163b66491538c51be93f9dd2907149109617c57972f56da32125e621866c-1-2,2
59148,Hacienda y Crédito Público,u9bd46dc84868cea5d643420a8dc957b963cfe6a56423814120a8c284d03392-1-1,1
59149,Función Pública,u9bd46dc84868cea5d643420a8dc957b963cfe6a56423814120a8c284d03392-1-1,1
59150,Presupuesto y Cuenta Pública,u9bd46dc84868cea5d643420a8dc957b963cfe6a56423814120a8c284d03392-1-1,2
59151,Justicia,u9bd46dc84868cea5d643420a8dc957b963cfe6a56423814120a8c284d03392-1-2,1
59152,Seguridad Pública,u9bd46dc84868cea5d643420a8dc957b963cfe6a56423814120a8c284d03392-1-2,1
59153,Derechos Humanos,u9bd46dc84868cea5d643420a8dc957b963cfe6a56423814120a8c284d03392-1-2,1
